-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
-0.03, 0.08, 1.0, 
